,name,car_type,year,image,price
0,현대 그랜저,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240605_85%2Fauto_1717549535525QfFe6_PNG%2F20240605100528_Btxs4Fhr.png,"3,711~5,241만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
1,현대 그랜저 하이브리드,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240605_185%2Fauto_1717549561903m14RU_PNG%2F20240605100555_MgmmAvRm.png,"4,267~5,332만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
2,현대 더 뉴 그랜저 IG,준대형 세단,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220511_177%2Fauto_1652239087546LAvL2_PNG%2F20220511121759_sjeB82a9.png,"3,392~4,486만원 내차시세"
3,현대 더 뉴 그랜저 IG 하이브리드,준대형 세단,2017,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_38%2Fauto_15978095284540XMEC_PNG%2F20200819125846_xUu26XaW.png,"3,540~3,970만원 내차시세"
4,현대 그랜저 IG 하이브리드,준대형 세단,2017,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_38%2Fauto_15978095284540XMEC_PNG%2F20200819125846_xUu26XaW.png,"3,540~3,970만원 보험료계산 광고
정보확인 내용 열고 닫기"
5,현대 그랜저 IG,준대형 세단,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220511_38%2Fauto_1652233799067CvaJU_PNG%2F20220511104951_8p68XJIS.png,"3,392~4,486만원 보험료계산 광고
정보확인 내용 열고 닫기"
6,현대 그랜저 HG,준대형 세단,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190829_219%2Fauto_1567042351547iLE90_PNG%2F20190829103229_CtM0H8j5.png,"3,090~4,132만원 보험료계산 광고
정보확인 내용 열고 닫기"
7,현대 더 럭셔리 그랜저,준대형 세단,2010,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191106_150%2Fauto_1573027209291YSkqL_PNG%2F20191106170007_YozPnoW5.png,"2,713~4,018만원 보험료계산 광고
정보확인 내용 열고 닫기"
8,현대 그랜저 뉴 럭셔리,준대형 세단,2009,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_24%2Fauto_1721274948889VQB6m_PNG%2F20240718125547_2bKbWVyT.png,"2,643~4,080만원 보험료계산 광고
정보확인 내용 열고 닫기"
9,현대 그랜저 TG,준대형 세단,2007,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_8%2Fauto_1721274926897IDQ4h_PNG%2F20240718125525_J4Zr4nJY.png,"2,513~4,059만원 보험료계산 광고
정보확인 내용 열고 닫기"
10,현대 뉴 그랜저 XG,준대형 세단,2004,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190909_119%2Fauto_1568002038781XDVaJ_PNG%2F20190909130716_ZyUEaPLi.png,"2,116~3,174만원 보험료계산 광고
정보확인 내용 열고 닫기"
11,현대 그랜저 XG,준대형 세단,2004,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190909_119%2Fauto_1568002038781XDVaJ_PNG%2F20190909130716_ZyUEaPLi.png,"2,116~3,174만원 보험료계산 광고
정보확인 내용 열고 닫기"
12,현대 뉴 그랜저,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240605_85%2Fauto_1717549535525QfFe6_PNG%2F20240605100528_Btxs4Fhr.png,"3,711~5,241만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
13,현대 그랜저,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240605_85%2Fauto_1717549535525QfFe6_PNG%2F20240605100528_Btxs4Fhr.png,"3,711~5,241만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
14,현대 더 뉴 아반떼,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_104%2Fauto_1744677804680eHyb8_PNG%2F20250415094317_91ZFQmQx.png,"2,034~2,842만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
15,현대 더 뉴 아반떼 하이브리드,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_52%2Fauto_1744677853279Wbvce_PNG%2F20250415094406_KB5BeFh7.png,"2,523~3,184만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
16,현대 아반떼 하이브리드,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_52%2Fauto_1744677853279Wbvce_PNG%2F20250415094406_KB5BeFh7.png,"2,523~3,184만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
17,현대 아반떼,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_104%2Fauto_1744677804680eHyb8_PNG%2F20250415094317_91ZFQmQx.png,"2,034~2,842만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
18,현대 더 뉴 아반떼 AD,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190603_253%2Fauto_15595466177611m6U0_PNG%2F20190603162329_TYgT4Bzk.png,"1,376~2,454만원 보험료계산 광고
정보확인 내용 열고 닫기"
19,현대 아반떼 AD,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190603_253%2Fauto_15595466177611m6U0_PNG%2F20190603162329_TYgT4Bzk.png,"1,376~2,454만원 보험료계산 광고
정보확인 내용 열고 닫기"
20,현대 더 뉴 아반떼,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_104%2Fauto_1744677804680eHyb8_PNG%2F20250415094317_91ZFQmQx.png,"2,034~2,842만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
21,현대 아반떼 쿠페,준중형 쿠페,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_39%2Fauto_1566911774207KFGTc_PNG%2F20190827221611_UDSpVo7a.png,"1,690~2,315만원 보험료계산 광고
정보확인 내용 열고 닫기"
22,현대 아반떼 MD,준중형 세단,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191231_204%2Fauto_1577754557329zPpEi_PNG%2F20191231100915_rGueCGgf.png,"1,384~2,155만원 보험료계산 광고
정보확인 내용 열고 닫기"
23,현대 아반떼 하이브리드,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_52%2Fauto_1744677853279Wbvce_PNG%2F20250415094406_KB5BeFh7.png,"2,523~3,184만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
24,현대 아반떼 HD,준중형 세단,2008,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_16%2Fauto_1497939473146E2BgJ_PNG%2F11239_2008_HD.png,"1,140~2,090만원 보험료계산 광고
정보확인 내용 열고 닫기"
25,현대 뉴 아반떼 XD,준중형 세단,2006,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원 보험료계산 광고
정보확인 내용 열고 닫기"
26,현대 아반떼 XD,준중형 세단,2006,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원 보험료계산 광고
정보확인 내용 열고 닫기"
27,현대 올 뉴 아반떼,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_104%2Fauto_1744677804680eHyb8_PNG%2F20250415094317_91ZFQmQx.png,"2,034~2,842만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
28,현대 아반떼,준중형 세단,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_104%2Fauto_1744677804680eHyb8_PNG%2F20250415094317_91ZFQmQx.png,"2,034~2,842만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
29,현대 싼타페,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_277%2Fauto_1724724430967yI1K3_PNG%2F20240827110700_3cvYhYXO.png,"3,492~4,598만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
30,현대 더 뉴 싼타페,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_277%2Fauto_1724724430967yI1K3_PNG%2F20240827110700_3cvYhYXO.png,"3,492~4,598만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
31,현대 싼타페 TM,중형 SUV,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220920_90%2Fauto_1663635598990pw0Go_PNG%2F20220920095951_wS1fL8Hl.png,"3,277~4,472만원 보험료계산 광고
정보확인 내용 열고 닫기"
32,현대 싼타페 더 프라임,중형 SUV,2016,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_108%2Fauto_1566911484877w7s3C_PNG%2F20190827221121_Na1Z9Awk.png,"2,765~3,566만원 보험료계산 광고
정보확인 내용 열고 닫기"
33,현대 싼타페 DM,중형 SUV,2017,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_31%2Fauto_1494217159492aiLid_PNG%2F20170508131903_xXES1k1z.png,"2,695~3,970만원 보험료계산 광고
정보확인 내용 열고 닫기"
34,현대 싼타페 CM,중형 SUV,2012,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_198%2Fauto_1496048163685lFaXb_PNG%2F15682_2012_.png,"2,705~3,481만원 보험료계산 광고
정보확인 내용 열고 닫기"
35,현대 싼타페,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_277%2Fauto_1724724430967yI1K3_PNG%2F20240827110700_3cvYhYXO.png,"3,492~4,598만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
36,현대 쏘나타 디 엣지,중형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230503_122%2Fauto_1683080196323zXIHL_PNG%2F20230503111630_DMaFnc2s.png,"2,808~3,917만원 보험료계산 광고
정보확인 내용 열고 닫기"
37,현대 쏘나타 하이브리드,중형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_80%2Fauto_1730081728580Wj5NQ_PNG%2F20241028111521_kVeBUn4C.png,"3,232~3,912만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
38,현대 쏘나타,중형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_255%2Fauto_1730081702145R4M4f_PNG%2F20241028111453_iVyJLczT.png,"2,788~3,869만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
39,현대 쏘나타 뉴 라이즈 하이브리드,중형 세단,2018,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180313_136%2Fauto_1520922317542RjYmJ_PNG%2F20180313152505_7isO9cDP.png,"2,854~3,299만원 보험료계산 광고
정보확인 내용 열고 닫기"
40,현대 쏘나타 뉴 라이즈,중형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180719_271%2Fauto_1531968171694SKknO_PNG%2F20180719114245_GrBYM6c1.png,"2,219~3,233만원 보험료계산 광고
정보확인 내용 열고 닫기"
41,현대 LF 쏘나타 하이브리드,중형 세단,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_155%2Fauto_1495799747099i1vEG_PNG%2F56143_2015__.png,"2,829~3,139만원 보험료계산 광고
정보확인 내용 열고 닫기"
42,현대 LF 쏘나타,중형 세단,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190918_233%2Fauto_1568779215065MxNIr_PNG%2F20190918130013_Uzg8jWUC.png,"2,255~3,210만원 보험료계산 광고
정보확인 내용 열고 닫기"
43,현대 쏘나타 더 브릴리언트,중형 세단,2014,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원 보험료계산 광고
정보확인 내용 열고 닫기"
44,현대 쏘나타 하이브리드,중형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_80%2Fauto_1730081728580Wj5NQ_PNG%2F20241028111521_kVeBUn4C.png,"3,232~3,912만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
45,현대 YF 쏘나타,중형 세단,2014,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원 보험료계산 광고
정보확인 내용 열고 닫기"
46,현대 NF 쏘나타,중형 세단,2006,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_155%2Fauto_1587361148600EQW9t_PNG%2F20200420143906_7vt9Bten.png,"2,073~3,275만원 보험료계산 광고
정보확인 내용 열고 닫기"
47,현대 뉴 EF 쏘나타,중형 세단,2001,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497939943707N7gHP_PNG%2F13059_2004__EF_.png,"1,252~2,589만원 보험료계산 광고
정보확인 내용 열고 닫기"
48,현대 EF 쏘나타,중형 세단,1998,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_299%2Fauto_1587362627062lBJqM_PNG%2F20200420150345_YIwekf92.png,"1,189~2,635만원 보험료계산 광고
정보확인 내용 열고 닫기"
49,현대 쏘나타,중형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_255%2Fauto_1730081702145R4M4f_PNG%2F20241028111453_iVyJLczT.png,"2,788~3,869만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
50,현대 더 뉴 투싼,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_100%2Fauto_1731981561780VDROl_PNG%2F20241119105911_v1oTGofT.png,"2,729~3,950만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
51,현대 더 뉴 투싼 하이브리드,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_163%2Fauto_1731981589402J1znG_PNG%2F20241119105940_TCwl4Lgv.png,"3,205~4,142만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
52,현대 투싼,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_100%2Fauto_1731981561780VDROl_PNG%2F20241119105911_v1oTGofT.png,"2,729~3,950만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
53,현대 투싼 하이브리드,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_163%2Fauto_1731981589402J1znG_PNG%2F20241119105940_TCwl4Lgv.png,"3,205~4,142만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
54,현대 올 뉴 투싼,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_100%2Fauto_1731981561780VDROl_PNG%2F20241119105911_v1oTGofT.png,"2,729~3,950만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
55,현대 뉴 투싼 ix,준중형 SUV,2014,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_103%2Fauto_1496048861918YJjKw_PNG%2F30061_2014_ix.png,"1,970~2,930만원 보험료계산 광고
정보확인 내용 열고 닫기"
56,현대 투싼 ix,준중형 SUV,2014,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_103%2Fauto_1496048861918YJjKw_PNG%2F30061_2014_ix.png,"1,970~2,930만원 보험료계산 광고
정보확인 내용 열고 닫기"
57,현대 투싼,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241119_100%2Fauto_1731981561780VDROl_PNG%2F20241119105911_v1oTGofT.png,"2,729~3,950만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
58,현대 팰리세이드,준대형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241220_171%2Fauto_1734667257929qj9mi_PNG%2F20241220130051_JysSM2EN.png,"4,383~5,946만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
59,현대 더 뉴 팰리세이드,준대형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241220_171%2Fauto_1734667257929qj9mi_PNG%2F20241220130051_JysSM2EN.png,"4,383~5,946만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
60,현대 팰리세이드,준대형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241220_171%2Fauto_1734667257929qj9mi_PNG%2F20241220130051_JysSM2EN.png,"4,383~5,946만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
61,현대 더 뉴 그랜드 스타렉스,대형 RV,2020,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200408_109%2Fauto_1586332443892p2cL7_PNG%2F20200408165402_uOJByyzI.png,"2,209~3,280만원 보험료계산 광고
정보확인 내용 열고 닫기"
62,현대 그랜드 스타렉스,대형 RV,2020,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200408_109%2Fauto_1586332443892p2cL7_PNG%2F20200408165402_uOJByyzI.png,"2,209~3,280만원 보험료계산 광고
정보확인 내용 열고 닫기"
63,현대 스타렉스,대형 RV,2020,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200408_109%2Fauto_1586332443892p2cL7_PNG%2F20200408165402_uOJByyzI.png,"2,209~3,280만원 보험료계산 광고
정보확인 내용 열고 닫기"
64,현대 스타리아,대형 RV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240228_255%2Fauto_1709084013416ztI2c_PNG%2F20240228103326_2SGNUkLM.png,"2,637~4,417만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
65,현대 제네시스 DH,준대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190926_205%2Fauto_1569458601361cYc9z_PNG%2F20190926094317_foU3MaFj.png,"4,847~7,337만원 내차시세"
66,현대 코나 일렉트릭,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240304_270%2Fauto_17095162259899Onbs_PNG%2F20240304103658_JjRxAS3F.png,"4,142~5,086만원 구매혜택
정보확인 내용 열고 닫기




보험료계산 광고
정보확인 내용 열고 닫기"
67,현대 코나,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_77%2Fauto_1707181933411YsSoH_PNG%2F20240206101206_PMHW4NiV.png,"2,409~3,373만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
68,현대 코나 하이브리드,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_27%2Fauto_1707181997191MH7m9_PNG%2F20240206101310_F2AipC8E.png,"2,955~3,580만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
69,현대 더 뉴 코나,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_77%2Fauto_1707181933411YsSoH_PNG%2F20240206101206_PMHW4NiV.png,"2,409~3,373만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
70,현대 더 뉴 코나 하이브리드,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_27%2Fauto_1707181997191MH7m9_PNG%2F20240206101310_F2AipC8E.png,"2,955~3,580만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
71,현대 코나 하이브리드,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_27%2Fauto_1707181997191MH7m9_PNG%2F20240206101310_F2AipC8E.png,"2,955~3,580만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
72,현대 코나 일렉트릭,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240304_270%2Fauto_17095162259899Onbs_PNG%2F20240304103658_JjRxAS3F.png,"4,142~5,086만원 구매혜택
정보확인 내용 열고 닫기




보험료계산 광고
정보확인 내용 열고 닫기"
73,현대 코나,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240206_77%2Fauto_1707181933411YsSoH_PNG%2F20240206101206_PMHW4NiV.png,"2,409~3,373만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
74,현대 더 뉴 캐스퍼,경형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241017_99%2Fauto_17291437105452FLrA_PNG%2F20241017144135_hHPOmLfr.png,"1,450~2,070만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
75,현대 캐스퍼 일렉트릭,소형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240701_11%2Fauto_1719807003663gLEYY_PNG%2F20240701130953_0iie48em.png,"2,740~3,190만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
76,현대 캐스퍼,경형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241017_99%2Fauto_17291437105452FLrA_PNG%2F20241017144135_hHPOmLfr.png,"1,450~2,070만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
77,현대 에쿠스,대형 세단,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191128_114%2Fauto_1574920869337nOXTj_PNG%2F20191128150107_69V7pu20.png,"6,783~10,946만원 보험료계산 광고
정보확인 내용 열고 닫기"
78,현대 에쿠스,대형 세단,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191128_114%2Fauto_1574920869337nOXTj_PNG%2F20191128150107_69V7pu20.png,"6,783~10,946만원 보험료계산 광고
정보확인 내용 열고 닫기"
79,현대 더 뉴 아이오닉5,준중형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240304_13%2Fauto_1709523829334aJ2w8_PNG%2F20240304124341_RrZWExes.png,"4,700~6,242만원 구매혜택
정보확인 내용 열고 닫기





보험료계산 광고
정보확인 내용 열고 닫기"
80,현대 아이오닉5,준중형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240304_13%2Fauto_1709523829334aJ2w8_PNG%2F20240304124341_RrZWExes.png,"4,700~6,242만원 구매혜택
정보확인 내용 열고 닫기





보험료계산 광고
정보확인 내용 열고 닫기"
