name,car_type,year,image,price
기아 포르테 해치백,준중형 해치백,2013,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_85%2Fauto_1496048353571h8iDU_PNG%2F19390_2013__.png,"1,364~1,877만원"
기아 포르테 쿱,준중형 쿠페,2013,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_129%2Fauto_1496048311780TPWjR_PNG%2F19381_2013__.png,"1,592~1,927만원"
기아 포르테,준중형 SUV,2016,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_266%2Fauto_1495544478150Asx3p_PNG%2F60849_2016___MUD_BOGGER_.png,가격정보 없음
기아 오피러스 프리미엄,준대형 세단,2011,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원"
기아 뉴오피러스,준대형 세단,2011,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원"
기아 오피러스,준대형 세단,2011,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원"
기아 EV9,준대형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240820_85%2Fauto_1724143883646HzPLG_PNG%2F20240820175117_GYDayAqU.png,"6,412~7,917만원"
기아 EV3,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240910_107%2Fauto_17259319286720k46q_PNG%2F20240910103159_x4wFIhWj.png,"3,995~4,895만원"
기아 로체 이노베이션,중형 세단,2010,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_130%2Fauto_1496110819590IzFdc_PNG%2F10377_2010__.png,"1,813~2,780만원"
기아 로체 어드밴스,중형 세단,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_195%2Fauto_14979392731923vdkk_PNG%2F12065_2007__.png,"1,506~2,662만원"
기아 로체,중형 세단,2010,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_130%2Fauto_1496110819590IzFdc_PNG%2F10377_2010__.png,"1,813~2,780만원"
기아 뉴포텐샤,준대형 세단,1992,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_19%2Fauto_1597803875765IiAks_PNG%2F20200819112433_4jowI0fg.png,"1,895~3,130만원"
기아 포텐샤,준대형 세단,1992,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_19%2Fauto_1597803875765IiAks_PNG%2F20200819112433_4jowI0fg.png,"1,895~3,130만원"
기아 엔터프라이즈,대형 세단,2002,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_111%2Fauto_1497940157023Kes9N_PNG%2F13349_2002__.png,"2,870~3,930만원"
기아 엘란,스포츠카 컨버터블,1999,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_189%2Fauto_1497940067109mKuUQ_PNG%2F13597_1999_.png,"2,616만원"
기아 스펙트라,준중형 세단,2003,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_195%2Fauto_1497939970306KO0XE_PNG%2F13194_2003_.png,"957~1,159만원"
기아 비스토,경형 해치백,2004,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497940120562jKimp_PNG%2F13091_2004_.png,520~796만원
기아 크레도스 2,중형 세단,2000,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_87%2Fauto_1497940137021s2sQ0_PNG%2F13564_2000_2.png,"1,047~1,381만원"
기아 크레도스,중형 세단,2000,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_87%2Fauto_1497940137021s2sQ0_PNG%2F13564_2000_2.png,"1,047~1,381만원"
기아 레토나,소형 SUV,2000,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_166%2Fauto_1497940129713i2nqP_PNG%2F13264_2003__.png,"1,240~1,793만원"
기아 세피아2,준중형 세단,1997,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170531_72%2Fauto_1496229691445nltwi_PNG%2F20170531202104_oqtDdYAd.png,745~860만원
기아 세피아,준중형 세단,1997,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170531_72%2Fauto_1496229691445nltwi_PNG%2F20170531202104_oqtDdYAd.png,745~860만원
기아 뉴쎄라토,준중형 세단,2008,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_215%2Fauto_14979392697029KIry_PNG%2F11261_2008__.png,"1,080~1,729만원"
기아 쎄라토,준중형 해치백,2008,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_156%2Fauto_1497939290446C93fy_PNG%2F11258_2008__.png,"1,336~1,678만원"
기아 아벨라,소형 세단,1994,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_146%2Fauto_1497938881216zp72u_PNG%2F68513_1994__.png,594~617만원
기아 옵티마,중형 컨버터블,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_279%2Fauto_1495544492767BIfX9_PNG%2F60843_2016__A1A_.png,가격정보 없음
기아 카스타,중형 RV,2001,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_194%2Fauto_1497940113055OTUbO_PNG%2F13455_2001_.png,"1,495~1,635만원"
기아 뉴콩코드,중형 세단,1988,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_120%2Fauto_14979387942227Gwgh_PNG%2F61563_1988_.png,"1,324만원"
기아 콩코드,중형 세단,1988,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_120%2Fauto_14979387942227Gwgh_PNG%2F61563_1988_.png,"1,324만원"
기아 EV4,준중형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250217_115%2Fauto_17397550842015f2oa_PNG%2F20250217101727_zLt9kImB.png,"4,192~5,219만원"
기아 X-TREK,준중형 RV,2005,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_202%2Fauto_1497940107056v5K6P_PNG%2F12920_2005_.png,"1,504~1,800만원"
기아 리오,소형 세단,2022,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220314_171%2Fauto_1647240494546yGh7y_PNG%2F20220314154813_JI4NSJEW.png,가격정보 없음
기아 베스타,중형 RV,1986,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190919_157%2Fauto_1568876339953SCp1q_PNG%2F20190919155827_So31e0kn.png,가격정보 없음
기아 슈마,준중형 세단,2000,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_121%2Fauto_14979400401873SPa4_PNG%2F13574_2000_.png,753~911만원
기아 씨드,준중형 SUV,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220719_25%2Fauto_1658213304641udEAN_PNG%2F20220719154814_ATc27sZQ.png,가격정보 없음
기아 캐피탈,준중형 세단,1989,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_112%2Fauto_1497938726622AXTEi_PNG%2F61557_1989_.png,669~739만원
기아 타스만,준대형 트럭,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250213_172%2Fauto_1739407540523R8Lul_PNG%2F20250213094523_JqWwn7Nn.png,"3,750~5,240만원"
기아 타우너,경형 밴,2002,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_57%2Fauto_1497940076702ccMPv_PNG%2F13317_2002__.png,549~602만원
기아 텔루라이드,준대형 SUV,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220414_88%2Fauto_164991856631911i1b_PNG%2F20220414154235_Lz8QaQVT.png,가격정보 없음
기아 프레지오,준대형 RV,2003,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_286%2Fauto_1497940038461dwLf7_PNG%2F13128_2003_.png,"955~1,310만원"
기아 피아트132,소형 세단,1979,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_137%2Fauto_1497940116751ieT0s_PNG%2F17046_1979__132.png,740만원
쉐보레 더 뉴 스파크,경형 해치백,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210730_48%2Fauto_16276141785543E5Sz_PNG%2F20210730120243_imLcTkGD.png,"977~1,487만원"
쉐보레 스파크 EV,경형 해치백,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_3%2Fauto_1495544599348xUyBv_PNG%2F61425_2016__EV.png,"3,990만원"
쉐보레 스파크,경형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250214_148%2Fauto_1739493625695j5usH_PNG%2F20250214094015_0wrXlehX.png,가격정보 없음
쉐보레 트랙스 크로스오버,소형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240314_77%2Fauto_1710388514584jQQpT_PNG%2F20240314125500_NmLokfQg.png,"2,188~2,880만원"
쉐보레 더 뉴 트랙스,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240314_77%2Fauto_1710388514584jQQpT_PNG%2F20240314125500_NmLokfQg.png,"2,188~2,880만원"
쉐보레 트랙스,소형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240314_77%2Fauto_1710388514584jQQpT_PNG%2F20240314125500_NmLokfQg.png,"2,188~2,880만원"
쉐보레 더 뉴 말리부,중형 세단,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210730_4%2Fauto_1627614609433sFdLY_PNG%2F20210730120956_gAD3tXkJ.png,"2,364~3,338만원"
쉐보레 올 뉴 말리부,중형 세단,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210730_4%2Fauto_1627614609433sFdLY_PNG%2F20210730120956_gAD3tXkJ.png,"2,364~3,338만원"
쉐보레 말리부,중형 세단,2022,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210730_4%2Fauto_1627614609433sFdLY_PNG%2F20210730120956_gAD3tXkJ.png,"2,364~3,338만원"
쉐보레 올 뉴 크루즈,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180409_276%2Fauto_15232564184976Rien_PNG%2F20180409154642_IekqLurP.png,가격정보 없음
쉐보레 크루즈,준중형 세단,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180409_276%2Fauto_15232564184976Rien_PNG%2F20180409154642_IekqLurP.png,가격정보 없음
쉐보레 올란도,중형 RV,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191219_189%2Fauto_1576727281646TOgzV_PNG%2F20191219124749_J0yzDmab.png,"17,455달러"
쉐보레 더 뉴 트레일블레이저,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240522_216%2Fauto_1716349245705w90fU_PNG%2F20240522124036_7lHwUO0p.png,"2,799~3,339만원"
쉐보레 트레일블레이저,소형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240522_216%2Fauto_1716349245705w90fU_PNG%2F20240522124036_7lHwUO0p.png,"2,799~3,339만원"
쉐보레 올 뉴 콜로라도,준대형 트럭,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240716_165%2Fauto_1721095298051KpkWG_PNG%2F20240716110124_BDi9GN8M.png,"7,279만원"
쉐보레 콜로라도,준대형 트럭,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240716_165%2Fauto_1721095298051KpkWG_PNG%2F20240716110124_BDi9GN8M.png,"7,279만원"
쉐보레 캡티바,중형 SUV,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191219_71%2Fauto_1576730911572qH6sS_PNG%2F20191219134818_lqeFFxBD.png,"33,990달러"
쉐보레 더 뉴 아베오 세단,소형 세단,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230215_203%2Fauto_1676429372507dWMNu_PNG%2F20230215114921_0DlmRyQS.png,가격정보 없음
쉐보레 더 뉴 아베오 해치백,소형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221213_90%2Fauto_1670901262339rRHSV_PNG%2F20221213121413_pdL0F2va.png,가격정보 없음
쉐보레 아베오 세단,소형 세단,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230215_203%2Fauto_1676429372507dWMNu_PNG%2F20230215114921_0DlmRyQS.png,가격정보 없음
쉐보레 아베오 해치백,소형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221213_90%2Fauto_1670901262339rRHSV_PNG%2F20221213121413_pdL0F2va.png,가격정보 없음
쉐보레 임팔라,준대형 세단,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190821_94%2Fauto_1566373370579WQb9x_PNG%2F20190821164143_3SDFA6Ou.png,"3,350~4,361만원"
쉐보레 트래버스,준대형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230718_266%2Fauto_16896595682362gx3F_PNG%2F20230718145231_WfFwk55O.png,가격정보 없음
쉐보레 더 뉴 카마로,스포츠카 쿠페,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201026_28%2Fauto_1603678707125ddP3Y_PNG%2F20201026111817_QpzGDbPw.png,"5,450~5,529만원"
쉐보레 올 뉴 카마로,스포츠카 쿠페,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201026_28%2Fauto_1603678707125ddP3Y_PNG%2F20201026111817_QpzGDbPw.png,"5,450~5,529만원"
쉐보레 카마로,스포츠카 쿠페,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201026_28%2Fauto_1603678707125ddP3Y_PNG%2F20201026111817_QpzGDbPw.png,"5,450~5,529만원"
쉐보레 이쿼녹스,중형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240124_106%2Fauto_1706063075339LYQdu_PNG%2F20240124112426_eFKhQS8l.png,가격정보 없음
쉐보레 뉴 볼트 EV,소형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_285%2Fauto_1661228159161KSfYz_PNG%2F20220823131548_i3lQogBs.png,"4,430만원"
쉐보레 볼트 EV,소형 해치백,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_285%2Fauto_1661228159161KSfYz_PNG%2F20220823131548_i3lQogBs.png,"4,430만원"
쉐보레 볼트 EUV,소형 SUV,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_7%2Fauto_1661227455117t0mrw_PNG%2F20220823130404_L4H5aYlU.png,"4,790~4,985만원"
쉐보레 타호,대형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231130_195%2Fauto_1701310861770oWhph_PNG%2F20231130112051_wvCcYBAh.png,가격정보 없음
쉐보레 볼트,소형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_285%2Fauto_1661228159161KSfYz_PNG%2F20220823131548_i3lQogBs.png,"4,430만원"
쉐보레 콜벳,스포츠카 컨버터블,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240726_242%2Fauto_1721965982254CAgQD_PNG%2F20240726125250_P7sLvkUO.png,가격정보 없음
쉐보레 넥시아,소형 세단,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191219_267%2Fauto_1576724977952qo14Y_PNG%2F20191219120922_QXrVqCwd.png,가격정보 없음
르노코리아 더 뉴 QM6,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240403_65%2Fauto_17121304285119WC5x_PNG%2F20240403164700_HfLtuzNc.png,"2,565~3,049만원"
르노코리아 QM6,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240403_65%2Fauto_17121304285119WC5x_PNG%2F20240403164700_HfLtuzNc.png,"2,565~3,049만원"
르노코리아 더 뉴 SM6,중형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230406_243%2Fauto_16807511190486yMe2_PNG%2F20230406121833_OvF36Xuo.png,"2,797~3,639만원"
르노코리아 SM6,중형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230406_243%2Fauto_16807511190486yMe2_PNG%2F20230406121833_OvF36Xuo.png,"2,797~3,639만원"
르노코리아 SM5 노바,중형 세단,2015,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_268%2Fauto_1495799781437ctmg0_PNG%2F56351_2015_SM5_.png,"2,209~2,867만원"
르노코리아 뉴SM5 플래티넘,중형 세단,2014,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_74%2Fauto_1496049070846xUDHF_PNG%2F47271_2014_SM5_.png,"2,230~2,900만원"
르노코리아 뉴SM5,중형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170911_258%2Fauto_15051018437638znzg_PNG%2F20170911125032_tbjJVyw6.png,"2,155만원"
르노코리아 SM5 뉴 임프레션,중형 세단,2009,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_100%2Fauto_1496110287789rxIgf_PNG%2F10437_2009_SM5_.png,"2,040~2,590만원"
르노코리아 뉴SM5,중형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170911_258%2Fauto_15051018437638znzg_PNG%2F20170911125032_tbjJVyw6.png,"2,155만원"
르노코리아 SM5,중형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170911_258%2Fauto_15051018437638znzg_PNG%2F20170911125032_tbjJVyw6.png,"2,155만원"
르노코리아 SM3 네오,준중형 세단,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_162%2Fauto_14955456472225d3jm_PNG%2F57697_2016_SM3_.png,"1,590~2,095만원"
르노코리아 SM3 Z.E.,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190313_101%2Fauto_1552467182366HRwEG_PNG%2F20190313175252_muWBurZh.png,"3,700~3,900만원"
르노코리아 뉴SM3,준중형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170904_287%2Fauto_1504511356647gyehG_PNG%2F20170904164848_IQuD1Yit.png,"1,444~1,763만원"
르노코리아 SM3,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190313_101%2Fauto_1552467182366HRwEG_PNG%2F20190313175252_muWBurZh.png,"3,700~3,900만원"
르노코리아 XM3,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230904_29%2Fauto_1693807146542B3u4F_PNG%2F20230904145901_D1C0JVWL.png,"2,235~2,864만원"
르노코리아 SM7 노바,준대형 세단,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191126_239%2Fauto_1574765588522jzfiB_PNG%2F20191126195306_FkH3mQd9.png,"2,946~3,751만원"
르노코리아 All New SM7,준대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191126_93%2Fauto_15747655804994QUOo_PNG%2F20191126195258_VwVSZg19.png,"2,535~3,302만원"
르노코리아 SM7,준대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191126_93%2Fauto_15747655804994QUOo_PNG%2F20191126195258_VwVSZg19.png,"2,535~3,302만원"
르노코리아 뉴QM3,소형 SUV,2018,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171124_245%2Fauto_1511505670884FvrPD_PNG%2F20171124154100_d1Ftz6pW.png,"2,180~2,523만원"
르노코리아 QM3,소형 SUV,2018,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171124_245%2Fauto_1511505670884FvrPD_PNG%2F20171124154100_d1Ftz6pW.png,"2,180~2,523만원"
르노코리아 QM5 네오,준중형 SUV,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_113%2Fauto_1495544130951pUN6T_PNG%2F66403_2016-QM5.png,"2,285~2,720만원"
르노코리아 뉴QM5,준중형 SUV,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_113%2Fauto_1495544130951pUN6T_PNG%2F66403_2016-QM5.png,"2,285~2,720만원"
르노코리아 QM5,준중형 SUV,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_113%2Fauto_1495544130951pUN6T_PNG%2F66403_2016-QM5.png,"2,285~2,720만원"
르노코리아 그랑 콜레오스,중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240813_98%2Fauto_17235322829450kkLD_PNG%2F20240813155754_r2i4xAd4.png,"3,442~4,304만원"
르노코리아 아르카나,소형 SUV,2026,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250401_51%2Fauto_1743467453097IbKRQ_PNG%2F20250401093045_s4FW2Vj6.png,"2,300~2,640만원"
쌍용 더 뉴 렉스턴 스포츠,준대형 트럭,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250120_106%2Fauto_1737336860506NCa3t_PNG%2F20250120103413_DpniwYHK.png,"2,952~3,689만원"
쌍용 더 뉴 렉스턴 스포츠 칸,준대형 트럭,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250120_9%2Fauto_1737336915076WSUrd_PNG%2F20250120103453_caNSAicx.png,"3,172~3,909만원"
쌍용 올 뉴 렉스턴,준대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230515_253%2Fauto_1684115900692wVuFw_PNG%2F20230515105814_GUI7oyxe.png,"3,953~5,967만원"
쌍용 렉스턴 스포츠 칸,준대형 트럭,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250120_9%2Fauto_1737336915076WSUrd_PNG%2F20250120103453_caNSAicx.png,"3,172~3,909만원"
쌍용 렉스턴 스포츠,준대형 트럭,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250120_106%2Fauto_1737336860506NCa3t_PNG%2F20250120103413_DpniwYHK.png,"2,952~3,689만원"
쌍용 G4 렉스턴,준대형 SUV,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200214_82%2Fauto_1581646848781Ex4Uw_PNG%2F20200214112046_vN6rGcJu.png,"3,440~4,609만원"
